id,name,phone,location.address1,location.address2,location.city,location.state,location.country,price,rating,review_count,url
HuQtriV_ApipXfM8xax33w,Met Him At A Bar,13238523321,801 S La Brea,,Los Angeles,CA,US,$$,4.5,117,https://www.yelp.com/biz/met-him-at-a-bar-los-angeles-3?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
Z57u3vyjkRiO5yIOkmGRNA,Carousel Restaurant,13236608060,5112 Hollywood Blvd,Ste 107,Los Angeles,CA,US,$$,4.5,699,https://www.yelp.com/biz/carousel-restaurant-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
pAWfcO6e2ae2pIkJXWO-yA,Roscoe's House of Chicken & Waffles,13234667453,1514 N Gower St,,Los Angeles,CA,US,$$,4,3931,https://www.yelp.com/biz/roscoes-house-of-chicken-and-waffles-los-angeles-3?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
TWHGJkTAbF22hvXeReQp9w,Kobawoo House,12133897300,698 S Vermont Ave,Ste 109,Los Angeles,CA,US,$$,4.5,1204,https://www.yelp.com/biz/kobawoo-house-los-angeles-2?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
BzmbRSKGs56Yw2w2R12khw,Hoy-Ka Thai Restaurant,13234632979,5908 Sunset Blvd,,Los Angeles,CA,US,$$,4.5,1837,https://www.yelp.com/biz/hoy-ka-thai-restaurant-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
TsVu9GJQwuFBZVP_sg2k7A,Quarters Korean BBQ,12133658111,3465 W 6th St,,Los Angeles,CA,US,$$,4,2712,https://www.yelp.com/biz/quarters-korean-bbq-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
h1R2iKYdm2lwukzMJvJqDw,Hangari Kalguksu,12133882326,3470 W 6th St,Ste 9&10,Los Angeles,CA,US,$$,4.5,1655,https://www.yelp.com/biz/hangari-kalguksu-los-angeles-4?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
MlmcOkwaNnxl3Zuk6HsPCQ,Slurpin' Ramen Bar,12133888607,3500 W 8th St,,Los Angeles,CA,US,$$,4.5,4513,https://www.yelp.com/biz/slurpin-ramen-bar-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
tIHQpCaLN2Am7c7Xpb9eCQ,East India Grill,13239368844,345 N La Brea Ave,,Los Angeles,CA,US,$$,4,501,https://www.yelp.com/biz/east-india-grill-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
fD4ntpbf92ufSHn5tSmSxA,DeSano Pizza Bakery,13239137000,4959 Santa Monica Blvd,,Los Angeles,CA,US,$$,4.5,1208,https://www.yelp.com/biz/desano-pizza-bakery-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
OwheKHCdxP-v26l5nK_Lmw,Jitlada,13236679809,5233 W Sunset Blvd,,Los Angeles,CA,US,$$,3.5,2022,https://www.yelp.com/biz/jitlada-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
JYGPEUZy4k5ObXGIjcD3DA,Hae Jang Chon Korean BBQ Restaurant,12133898777,3821 W 6th St,,Los Angeles,CA,US,$$,4,4986,https://www.yelp.com/biz/hae-jang-chon-korean-bbq-restaurant-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
IzRINfSLBr6k_dq1e2WNew,Guelaguetza Restaurante,12134270608,3014 W Olympic Blvd,,Los Angeles,CA,US,$$,4,2272,https://www.yelp.com/biz/guelaguetza-restaurante-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
DrToq9357afdpOyO5w0Y5w,Yup Dduk LA,12132632355,3603 W 6th St,,Los Angeles,CA,US,$$,4.5,2031,https://www.yelp.com/biz/yup-dduk-la-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
Dnn4_XmzQxOFNpnqh7KyWg,Seongbukdong,12137388977,3303 W 6th St,,Los Angeles,CA,US,$$,4,1107,https://www.yelp.com/biz/seongbukdong-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
RarITW4zBvhqKAK8FVOFCQ,Supremo,13238523192,901 S La Brea Ave,,Los Angeles,CA,US,$$,4.5,178,https://www.yelp.com/biz/supremo-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
jisjJNoV5jzfAMIYKn7y5A,Chef Kang Sul Box,12133022622,3881 Wilshire Blvd,,Los Angeles,CA,US,$$,5,68,https://www.yelp.com/biz/chef-kang-sul-box-los-angeles-3?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
DoyIC0ElqglrlHBKDxXOwg,Sugar Taco,13105268004,7257 Melrose Ave,,Los Angeles,CA,US,$$,4.5,392,https://www.yelp.com/biz/sugar-taco-los-angeles-2?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
bdm3708B0OJW9xDdaKVH_A,Gol Tong Chicken,12137166116,361 Western Ave,,Los Angeles,CA,US,$$,4.5,713,https://www.yelp.com/biz/gol-tong-chicken-los-angeles-2?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
57h63V30fRwAP6tm5Rs7Sg,Roscoe's House of Chicken & Waffles,13239344405,5006 W Pico Blvd,,Los Angeles,CA,US,$$,4,2826,https://www.yelp.com/biz/roscoes-house-of-chicken-and-waffles-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
aVOeM9zGvIcyKuJWEMxc5w,Dave's Hot Chicken,12132011083,3462 Wilshire Blvd,,Los Angeles,CA,US,$$,4,152,https://www.yelp.com/biz/daves-hot-chicken-los-angeles-4?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
3XTjerBg_PywBN81Ts45Bg,India's Restaurant,13239129230,4366 Fountain Ave,,Los Angeles,CA,US,$$,4.5,2669,https://www.yelp.com/biz/indias-restaurant-los-angeles-18?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
uteG6HIb4an-y5fFCXWo7w,Anarkali Indian Restaurant,13239346488,7013 Melrose Ave,,Los Angeles,CA,US,$$,4.5,2715,https://www.yelp.com/biz/anarkali-indian-restaurant-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
UdpE_5k2c3zsGBFdcAjMGA,Ruen Pair,13234660153,5257 Hollywood Blvd,,Los Angeles,CA,US,$$,4,1760,https://www.yelp.com/biz/ruen-pair-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
g2bxkNuUu8rVhWCwbdowGQ,Kaon! LA,13236812627,1842 W Washington Blvd K16,,Los Angeles,CA,US,,4.5,8,https://www.yelp.com/biz/kaon-la-los-angeles-2?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
wz74ABfdgLZameuPGp7YMQ,Rice Guys,13105841138,615 N Western Ave,,Los Angeles,CA,US,$$,5,115,https://www.yelp.com/biz/rice-guys-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
k8xtuersBm2cZl0Lao2K5g,The Bun Shop,13234681031,151 N Western Ave,,Los Angeles,CA,US,$,4,1565,https://www.yelp.com/biz/the-bun-shop-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
uzAbw27XQTXTivjgf2bN2w,Han Bat Sul Lung Tang,12133839499,4163 W 5th St,,Los Angeles,CA,US,$$,4.5,2237,https://www.yelp.com/biz/han-bat-sul-lung-tang-los-angeles-2?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
mYg6Vawa9lJbV5Bd-BGWow,Belly & Snout,,974 S Western Ave,,Los Angeles,CA,US,$,4,226,https://www.yelp.com/biz/belly-and-snout-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
z0zaCVA-p_5xTsyUZrmR0g,Republique,13103626115,624 S La Brea Ave,,Los Angeles,CA,US,$$,4,5479,https://www.yelp.com/biz/republique-los-angeles-6?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
88kri8FhXy8b3DQ_QjSMmQ,L'Antica Pizzeria Da Michele,13233662408,1534 N McCadden Pl,,Los Angeles,CA,US,$$,4.5,527,https://www.yelp.com/biz/l-antica-pizzeria-da-michele-los-angeles-2?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
HvaKhiJtuLag0ZlXosYNUw,Twozone Chicken,12138199899,3516 W 8th St,Ste A,Los Angeles,CA,US,$$,4.5,195,https://www.yelp.com/biz/twozone-chicken-los-angeles-8?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
zC__7xADu7cWu-RE6P4Npg,Michin Dak,12132632700,3324 W 6th St,Ste E-1,Los Angeles,CA,US,$$,4.5,362,https://www.yelp.com/biz/michin-dak-los-angeles-3?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
Fb3WueRF1ekhs72psinq5w,Mario's Peruvian & Seafood,13234664181,5786 Melrose Ave,,Los Angeles,CA,US,$$,4,2334,https://www.yelp.com/biz/marios-peruvian-and-seafood-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
ru7TAEo7lkbxMmkbFRGFMw,La Cevicheria,13237321253,3809 W Pico Blvd,,Los Angeles,CA,US,$$,4.5,869,https://www.yelp.com/biz/la-cevicheria-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
10cBgJc-d8biKAAL_Bk0CA,Northern Thai Food Club,13234747212,5301 Sunset Blvd,,Los Angeles,CA,US,$,5,127,https://www.yelp.com/biz/northern-thai-food-club-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
GClRpiOELwMXxodrS-FN6Q,Zankou Chicken - Hollywood,13236657842,5065 W Sunset Blvd,,Los Angeles,CA,US,$,3.5,1051,https://www.yelp.com/biz/zankou-chicken-hollywood-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
AyZUXwC5E-U6WInXGqcmcA,Sanamluang Cafe,13236608006,5176 Hollywood Blvd,,Los Angeles,CA,US,$,4,1517,https://www.yelp.com/biz/sanamluang-cafe-los-angeles-3?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
q8buTNBt3FU9vie0D5OOxA,Pizzeria Mozza,13232970101,641 N Highland Ave,,Los Angeles,CA,US,$$,4,4245,https://www.yelp.com/biz/pizzeria-mozza-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
gWM5n5Tyo5h74t-_lp1WUA,Zzamong,12137392747,4255 W 3rd St,,Los Angeles,CA,US,$,4,973,https://www.yelp.com/biz/zzamong-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
E4W2T89vm4hmBwk39EoUuw,Tatsu Ramen,13237471388,7111 Melrose Ave,,Los Angeles,CA,US,$$,4,3573,https://www.yelp.com/biz/tatsu-ramen-los-angeles-4?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
B6fT0KdNWPKH9Yjaz06NiA,Biriyani Kabob House,12133843570,3525 W 3rd St,,Los Angeles,CA,US,$$,4.5,860,https://www.yelp.com/biz/biriyani-kabob-house-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
pinUBw4QqnTUGLAbKA5o4g,Marouch Restaurant,13236629325,4905 Santa Monica Blvd,,Los Angeles,CA,US,$$,4.5,460,https://www.yelp.com/biz/marouch-restaurant-los-angeles-2?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
3C2wUqSkpY4-N0O5ArVjwQ,Yuk Dae Jang,12133521331,3033 W 6th St,Ste 104-105,Los Angeles,CA,US,$$,4.5,536,https://www.yelp.com/biz/yuk-dae-jang-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
adrzBN4C3jpoCAzJX-xscw,Pa Ord Noodle,13234613945,5301 W Sunset Blvd,,Los Angeles,CA,US,$,4,1445,https://www.yelp.com/biz/pa-ord-noodle-los-angeles-4?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
23Qrcz2i9e2e8MstUIIO0A,Yuko Kitchen,13239334020,5484 Wilshire Blvd,,Los Angeles,CA,US,$$,4.5,1561,https://www.yelp.com/biz/yuko-kitchen-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
0SerWqGwzNWpTA2RBLVdUg,Sun Nong Dan,12133650303,3470 W 6th St,Ste 7,Los Angeles,CA,US,$$,4,1618,https://www.yelp.com/biz/sun-nong-dan-los-angeles-4?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
2Z7pKTwHhFwuH-aTCgd-Rg,India's Tandoori,13239362050,5468 Wilshire Blvd,,Los Angeles,CA,US,$$,4,1363,https://www.yelp.com/biz/indias-tandoori-los-angeles-83?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
zHmptRuZilo_0QgfHlN7JA,Dashijiru,13239175065,5001 Wilshire Blvd,Ste 102,Los Angeles,CA,US,,5,17,https://www.yelp.com/biz/dashijiru-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
LLj451UZrvt3SkZVrEZ4ew,MDK  Noodles,12133857789,3630 Wilshire Blvd,,Los Angeles,CA,US,$$,4,1221,https://www.yelp.com/biz/mdk-noodles-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
6Dd4kTDiikEB3wQp___0fA,Taqueria Los Anaya,13237314070,4651 W Adams Blvd,,Los Angeles,CA,US,$$,4.5,1179,https://www.yelp.com/biz/taqueria-los-anaya-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
CTFZnhYe6t2tLv_NLHiE-w,Open Sesame,13235251698,7458 Beverly Blvd,,Los Angeles,CA,US,$$,4,740,https://www.yelp.com/biz/open-sesame-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
XfUlxPDVEsKbXqf5kJp1nA,Uncool Burgers,13234177900,139 1/2 N Larchmont Blvd,,Los Angeles,CA,US,,5,6,https://www.yelp.com/biz/uncool-burgers-los-angeles-2?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
RVbZaawgEGmto6TxOoVBdQ,Running Goose,13234691080,1620 N Cahuenga Blvd,,Los Angeles,CA,US,$$,4.5,1052,https://www.yelp.com/biz/running-goose-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
IxuAHGu-eQ4fZJZTdzGTYQ,Gus's World Famous Fried Chicken,13234020232,1262 Crenshaw Blvd,,Los Angeles,CA,US,$$,4,1433,https://www.yelp.com/biz/guss-world-famous-fried-chicken-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
Bq6I52mOTyC2iDHU2rh_5w,El Cartel,13239311281,5515 Wilshire Blvd,,Los Angeles,CA,US,$,4,530,https://www.yelp.com/biz/el-cartel-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
Lop79P2KM9zFUCCaBYz6zA,Tlayuda L.A. Restaurant,12132614667,5450 Santa Monica Blvd,,Los Angeles,CA,US,$$,4.5,723,https://www.yelp.com/biz/tlayuda-l-a-restaurant-los-angeles-6?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
vdA6RxwC8wrCrza0FSAt-w,Papi Tacos & Churros,13233739671,2622 W Jefferson Blvd,,Los Angeles,CA,US,,4,276,https://www.yelp.com/biz/papi-tacos-and-churros-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
mcHP3IfI1b7bXJZKD6PLHA,Angry Chickz,13239282825,5065 Hollywood Blvd,Ste 102,Los Angeles,CA,US,$$,4.5,877,https://www.yelp.com/biz/angry-chickz-los-angeles-2?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
pjh40JY5YwWeV8aKhkXERg,Myungrang Hot Dog-California Market LA,12133757518,450 S Western Ave,Ste 313,Los Angeles,CA,US,$,4.5,816,https://www.yelp.com/biz/myungrang-hot-dog-california-market-la-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
Kx_d7X7qjj9EoX-A7eC3gA,Maggiano's Little Italy,13239659665,189 The Grove Dr,Ste Z80,Los Angeles,CA,US,$$,4,1872,https://www.yelp.com/biz/maggianos-little-italy-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
